ASIN,Name,UPC,List Price,Model,MPN,Brand,Color,Sales Rank,Category,Pick & Pack,Weight Handling,Order Handling,30d Storage,FBA Fees,VCF,Referral,Width,Height,Length,Weight,Buy Box,FBA BB,New Offers,FBA Offers,AMZ on Listing
*000945750046,B00LZ2HDMU,"SEAWEED SALAD GREEN 4CT 12G, 2 PACK, AQUARIUM, FREEZE DRIED FISH FOOD, SAN FRANCISCO BAY BRAND",,,ASF75004,SEAWEED SALAD GREEN 4CT 12G,,421307,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,21.57,N,1,0,N
*000945750046,B004LOBU2I,"San Francisco Bay Brand ASF75004 4-Pack Seaweed Salad for Fresh and Salt Omnivores, Green",59500.0,67075004,67075004,San Francisco Bay,,84779,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,4.3,0.9,5.2,0.05,6.21,Y,2,2,Y
*000945750046,B007J0CYOE,Dried Seaweed Salad Fish Food in Green Size: 12 Gram,,,75004,San Francisco Bay Brands,Greens,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,18.21,N,1,0,N
*000945750046,B0002A5YDG,San Francisco Bay Brand Seaweed Salad Green 4 ct (12g),4.99,,000945750046,San Francisco Bay Brand/Sally's,,126316,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,4,0.4,6.9,0.02,7.49,N,3,0,N
*000945750107,B0002A5YDQ,San Francisco Bay Brand Seaweed Salad Green 10ct (30g),8.99,,000945750107,San Francisco Bay,,23343,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,4.1,0.4,7.75,0.02,8.46,Y,11,3,N
*000945750107,B003OYE53M,"San Francisco Bay Brand ASF75010 10-Pack Seaweed Salad for Fresh and Salt Omnivores, Green",11.57,67075010,67075010,San Francisco Bay,,485515,Pet Products,1.06,1.95,1.00,0.00,4.01,0,0.15,0,0,0,1.01,20.61,N,2,0,N
*884853782388,B00CBYS0MS,"San Francisco Bay Seaweed Green Salad Fish Food, 100 Count",56.92,67075100,67075100,San Francisco Bay,,68679,Pet Products,1.06,1.95,1.00,0.08,4.09,0,0.15,9.1,2.7,10.7,0.9,33.23,Y,6,2,N
*706461909790,B0002QHKGY,Million Air Pump 80,10.99,MA80,MA80,Million Air,"black, grey",157167,Pet Products,1.06,0.96,1.00,0.00,3.02,0,0.15,3,0.9,5.5,0.25,10.99,Y,7,1,Y
*006903717571,B00176DZJY,Million Air Pump 400,12.99,MA400,MA400,Million Air,,51647,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,3.5,1.3,6.5,0.6,10.51,Y,9,2,Y
*006903717571,B00B39QFQK,Million Air Ma - 400 Double Outlet Air Pump With Variable Flow Control,,,58071757,COMMODITY AXIS,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,24.51,N,1,0,N
*006903731942,B004A4VEIY,ViaAqua 12in 2.7 watt Blue & White LED Light & Airstone,29.99,LED-AS-12bw,LED-AS-12bw,ViaAqua,blue and white,99604,Pet Products,1.06,0.96,1.00,0.02,3.04,0,0.15,2.5,1.8,13.7,0.75,14.48,Y,10,3,Y
*006903732987,B004HSUNOO,ViaAqua 12in 2.7 watt Slow Color Changing LED Light & Airstone,32.99,LED-AS-12s,LED-AS-12s,ViaAqua,Pink;yellow;blue;green;orange;white,117619,Pet Products,1.06,0.96,1.00,0.02,3.04,0,0.15,2.3,1.9,13.8,0.75,15.52,Y,8,2,Y
*634252029344,B005440HLO,ViaAqua 50-Watt Quartz Glass Submersible Heater with Built-In Thermostat,20.0,VA  50Q,VA  50Q,ViaAqua,,1903,Pet Products,1.06,0.96,1.00,0.04,3.06,0,0.15,5.3,2.3,11.5,0.55,11.2,Y,12,2,Y
*008479006158,B00JN9GQMK,"Caribsea Crab Cakes Coco Fiber Disks for Hermit Crabs, 1-Quart",4.26,008479006158,008479006158,Carib Sea,,99867,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,3.7,0.7,3.8,0.25,5.41,Y,8,2,Y
*008479006165,B00JN9GR4M,"Caribsea Herp Cakes Coco Fiber Disks for Reptiles, Amphibians and Inverts",4.26,008479006165,008479006165,Carib Sea,,201667,Pet Products,1.06,1.95,1.00,0.00,4.01,0,0.15,1.57,0.39,1.57,1.35,4.99,Y,8,2,Y
*008479045393,B0189L8XLY,Caribsea CoralUp 4oz,9.49,008479045393,008479045393,Carib Sea,,,Pet Products,1.06,1.95,1.00,0.01,4.02,0,0.15,2,2,8,1,5.36,N,4,1,Y
*008479058249,B00BUTES9E,"Caribsea Super Naturals - Rio Grande, 5 lb.",,,CSA05824,Carib Sea,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*008479058249,B00DQXPTLI,"Super Naturals for Fish and Aquatic, Color: Rio Grande , Size: 5 POUND, Count: 5",91.35,,,Carib Sea,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*008479058249,B005WZUY1S,Super Natural - Rio Grande Sand - 5lbs,74.23,,B43ACS05824,TDP,yellow,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,9.93,N,1,0,N
*008479058249,B007RDAD8W,Caribsea 013166 Super Naturals - Rio Grande 5 Lb,,,,Carib Sea,,551150,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*634252035963,B003JW4ECG,"Carib Sea ACS05824 Super Natural Rio Grande Sand for Aquarium, 5-Pound",586.0,008479058249,008479058249,Carib Sea,chestnut,42304,Pet Products,1.06,3.51,1.00,0.01,5.58,0,0.15,2.6,1.7,6.6,5.2,11.2,Y,6,2,Y
*008479058324,B007B4W9HU,Super Naturals Peace River 5 Pound,91.35,,013165,Carib Sea,wheat,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,32.6,N,1,0,N
*008479058324,B00BUFVMB0,"Caribsea Super Naturals - Peace River, 5 lb.",,,CSA05832,Carib Sea,,311688,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*008479058324,B003JW8YY0,"Carib Sea ACS05832 Super Natural Peace River Sand for Aquarium, 5-Pound",2.84,008479058324,008479058324,Carib Sea,chestnut,18124,Pet Products,1.06,3.51,1.00,0.05,5.62,0,0.15,8,2,10,5.4,13.85,Y,6,1,Y
*008479058454,B007GCDSMM,"Carib Sea ACS05845 5/5-Pound Blue Ridge Gravel for Aquarium, 1/4-Inch",1009.0,008479058454,008479058454,Carib Sea,blue,565796,Pet Products,4.09,12.20,0.00,0.14,16.43,0,0.15,9.5,5.1,11.8,26.75,42.33,N,4,0,N
*008479058461,B007GCDT1M,"Carib Sea ACS05846 5/5-Pound Snowy River Gravel for Aquarium, 1/4-Inch",1009.0,008479058461,008479058461,Carib Sea,yellow,536086,Pet Products,1.06,3.51,1.00,0.03,5.60,0,0.15,6.4,1.7,9,5.25,16.28,N,4,0,N
*008479058478,B00CACCUNQ,"Super Natural Essentials Frshwater Gravel Gemstone Creek 1/8 - 1/4"" 5/",,,ACS05847,Carib Sea,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,53.22,N,3,0,N
*008479058478,B007GCEUQA,"Carib Sea ACS05847 Gemstone Creek Gravel for Aquarium, 5-Pound",1009.0,008479058478,008479058478,Carib Sea,yellow,332617,Pet Products,1.06,3.51,1.00,0.04,5.61,0,0.15,6.5,1.9,9.3,5.2,16.28,N,2,0,N
*008479058485,B007GCEUZG,"Carib Sea ACS05848 5/5-Pound Zen Garden Gravel for Aquarium, 1/4 by 3/8-Inch",,008479058485,008479058485,Carib Sea,,670011,Pet Products,4.09,12.59,0.00,0.14,16.82,0,0.15,9.7,4.8,11.8,27.8,43.65,N,2,0,N
*008479058492,B007GCEVB4,"Caribsea Super Naturals Essentials Aquarium Sand, 5-Pound, Jelly Beans",,008479058492,008479058492,Carib Sea,Jelly Beans,60974,Pet Products,1.06,3.51,1.00,0.06,5.63,0,0.15,7.4,2.5,10.1,5.25,8.65,Y,4,2,Y
*015568934698,B000I2RNU0,"CaribSea Purple Up Algae Accelerator, 8-Ounce",14.99,8530,8530,Carib Sea,,33965,Pet Products,1.06,1.95,1.00,0.01,4.02,0,0.15,2,1.9,6.4,0.9,11.44,Y,25,4,Y
*010279101285,B0037ED81Y,"Simple Solution Extreme Stain + Odor Remover, 1 Gallon Refill",25.99,102116,102116,Simple Solution,,2839,Pet Products,1.06,4.68,1.00,0.13,6.87,0,0.15,6.6,5.1,11.9,8.65,17.49,Y,7,1,N
*010279105788,B001KNDWBA,"Simple Solution Fashion Disposable Diapers, Extra-Small, 12-Count",0.0,10578,10578,,,4807,Pet Products,1.06,0.96,1.00,0.03,3.05,0,0.15,4.2,3.5,6.9,0.46,8.62,Y,8,1,Y
*010279105832,B000BHHD98,"Simple Solution Disposable Diapers, Small, 12-Count",12.49,10583,10583,,,18715,Pet Products,1.06,0.96,1.00,0.04,3.06,0,0.15,4.65,3.94,7.4,0.53,12.02,Y,30,4,Y
*010279105795,B001KNBWVC,"Simple Solution Fashion Disposable Diapers, Small, 12-Count",13.99,10579,10579,,,14236,Pet Products,1.06,0.96,1.00,0.04,3.06,0,0.15,4.6,3.7,7.4,0.45,12.63,Y,11,4,Y
*010279105825,B00YYGQ7QC,Pet Fulfillment 024BRA-10582 Simple Solution Disposable Dog Diapers,21.03,,024BRA-10582,Pet Fulfillment,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,17.86,N,1,0,N
*010279105825,B000BHHDA2,"Simple Solution Disposable Diapers, X-Small, 12-Count",11.49,10582,10582,,,4809,Pet Products,1.06,0.96,1.00,0.03,3.05,0,0.15,4.17,3.15,6.93,0.4,8.62,Y,32,7,Y
*010279105825,B00NDY5I5C,Outright 102029 S-S Disposable Diaper Xsm 12Pk,26.01,,102029,OUTRIGHT,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,1,0,N
*010279105825,B007SYUO6Q,Br Disposable Diapers Xs 12pk,10.52,,10582,Bramton,,236631,Pet Products,1.06,0.96,1.00,0.05,3.07,0,0.15,4.2,4.2,9.2,0.4,10.25,Y,6,1,N
*010279105832,B000BHHD98,"Simple Solution Disposable Diapers, Small, 12-Count",12.49,10583,10583,,,18715,Pet Products,1.06,0.96,1.00,0.04,3.06,0,0.15,4.65,3.94,7.4,0.53,12.02,Y,30,4,Y
*010279105832,B00NDY5J5Q,Outright 102030 S-S Disposable Diaper Small 12Pk,26.96,,102030,OUTRIGHT,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,20.5,N,2,0,N
*010279105832,B00B39U610,Simple Solution Disposable Diapers 12pk Small,,,DBT10583,,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*010279105832,B0017U3LRG,Disposable Diapers Sm 12 Pk,12.49,,,Simple Solution,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*010279105832,B00CDXQSMG,Bramton Company Simple Solution Disposable Diapers Bram Disp Diapers 12Pk Small Clothing & Apparel,22.99,,10583,Bramton,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*010279105832,B007SYU74U,Pupsters Disposable Diaper,11.52,,10583,Bramton,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,29.18,N,1,0,N
*010279105832,B00JCQRS4Y,Simple Solution Disposable Dog Diaper 12pk Small,,,10583,Simple Solution,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0.52,11.99,N,1,0,N
*010279105832,B00FJ5OLSS,Pet Fulfillment 024BRA-10583 Simple Solution Disposable Dog Diapers,25.05,,024BRA-10583,Pet Fulfillment,,247106,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,16.38,N,2,0,N
*010279105849,B000BHHD84,"Simple Solution Disposable Diapers, Medium, 12-Count",13.99,10584,102031,,,22617,Pet Products,1.06,1.95,1.00,0.06,4.07,0,0.15,5.67,4.17,8.58,0.88,15.33,Y,26,3,Y
*010279105849,B00106WZGU,Pupsters Disposable Diapers,0.0,,10584,Simple Solution,,786224,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,16.3,N,4,0,N
*010279105849,B001BM99RG,Pupsters Disposable Diapers,12.65,BC210050,DBT10584,Simple Solution,,254942,Pet Products,1.06,1.95,1.00,0.06,4.07,0,0.15,5.5,4.1,8.7,0.9,11.49,N,7,0,N
*010279105849,B01BZHLZSC,Simple Solution Disposable Dog Diaper 12pk Medium,,,10584,Simple Solution,,,Pet Products,1.06,1.95,1.00,0.00,4.01,0,0.15,0,0,0,0.88,12.99,N,1,0,N
*010279105849,B000PH831Q,Pupsters Disposable Diapers,17.02,,9105849,Simple Solution,,596664,Furniture,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,16.85,N,3,0,N
*010279105849,B00FJ5OMMI,Pet Fulfillment 024BRA-10584 Simple Solution Disposable Dog Diapers,25.92,,024BRA-10584,Pet Fulfillment,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,10.99,N,2,0,N
*010279105870,B003OCTVVK,"Simple Solution Fashion Disposable Diapers, 12 Count, Medium",17.99,10587,10587,,Pink,23107,Pet Products,1.06,0.96,1.00,0.06,3.08,0,0.15,5.5,4,8.6,0.75,17.33,Y,7,2,Y
*010279105870,B004ZM6VCU,Bramton Company Simple Solution Disposable Fashion Diapers 12Pk Bram Fashion Diapers 12Pk Med Clothing & Apparel,25.99,,,Bramton,,775017,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,1,0,N
*010279105931,B00O8QB1AU,Bramton Diaper Garment Medium 15 - 35 lbs (Set of 6),,,10593,Bramton,,,Home,1.06,0.96,1.00,0.09,3.11,0,0.15,8.5,3.25,10,0,112.99,N,2,0,N
*026851780113,B0009YWIMA,"Simple Solution Washable Diapers, Medium",19.99,10593,10593,,,14801,Pet Products,1.06,0.96,1.00,0.03,3.05,0,0.15,5.5,1.9,8,0.25,13.82,Y,41,5,Y
*010279105931,B00O8PLBJ2,Pupsters Washable Diaper (Pack of 3),,,10593,Bramton,,524319,Pet Products,1.06,0.96,1.00,0.09,3.11,0,0.15,8.5,3.25,10,0,66.83,N,2,0,N
*010279106075,B0009YYSBE,"Simple Solution Diaper Liners Ultra Absorbency, 10-Pack",5.89,10607,10607,,,2302,Pet Products,1.06,0.96,1.00,0.05,3.07,0,0.15,6.4,2.7,8.6,0.3,2.99,N,27,0,Y
*010279106075,B001TBMHAU,Ss Diaper Garment Pads Lg 22pk,6.89,,10607,Bramton,,356617,Pet Products,1.06,0.96,1.00,0.05,3.07,0,0.15,6.5,2.8,8.5,0.35,6.65,Y,7,1,N
*010279106075,B001BMB3WU,Ss Diaper Garment Pads Lg 22pk,,,210185,Bramton,,156438,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,3,3,3,0,13.88,N,5,0,N
*010279106075,B00MACVH7G,Diaper Liners Ultra Absorbency Maximum Protection,,,,Simple Solution,,396648,Pet Products,1.06,0.96,1.00,0.04,3.06,0,0.15,5.1,3.1,8.5,0.45,32.68,N,1,0,N
*010279106211,B00318RL0A,"Simple Solution Extreme Cat Stain & Odor Remover Spray, 32 fl. oz.",10.99,11077-12PONL,11077-12PONL,,,18155,Pet Products,1.06,2.34,1.00,0.03,4.43,0,0.15,4.2,2.3,10.7,2.35,7.95,N,9,1,Y
*010279106273,B001BM424Q,Cat Urine Stain Odor Remover Spray Size: 32 Ounces,7.6,,10627,Simple Solution,Blacks & Grays,858541,BISS,1.06,0.50,1.00,0.00,2.56,0,0.12,0,0,0,0,N/A,N,0,0,N
*010279106273,B00BUFTPNM,Urine Stain/Odor Remover Spray,,,10627,Bramton,,603607,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,27.62,N,1,0,N
*010279106273,B0083BO7PM,Urine Stain/Odor Remover Spray,12.99,,121409,Simple Solution,,185616,Pet Products,1.06,2.73,1.00,0.00,4.79,0,0.15,0,0,0,3,14.04,N,2,0,N
*010279106273,B0002APQ70,"Simple Solution Cat Stain & Odor Remover, 32 Ounce Spray Bottle",11.99,10627,10627,,,43296,Pet Products,1.06,2.34,1.00,0.04,4.44,0,0.15,4.72,2.91,10.47,2.34,7.69,N,18,0,Y
*010279110416,B00E20T1LI,Wood Flooring and Siding Authentic Southern Yellow #2 Knotty Pine,,SYP4,,Pine Flooring,,1373981,Art and Craft Supply,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*010279110416,B000TZ1X4S,"Simple Solution Hardfloors Stain and Odor Remover, 32 Ounce Spray Bottle",11.99,11041,11041,,Natural,9933,Pet Products,1.06,2.34,1.00,0.04,4.44,0,0.15,4.3,2.6,10.6,2.4,8.29,Y,35,2,Y
*010279110515,B0002APQV6,Simple Solution Stain & Odor Remover Gallon,23.99,11122,102003,,,7512,Pet Products,1.06,4.68,1.00,0.13,6.87,0,0.15,6.6,5.2,11.8,8.7,12.99,Y,29,2,Y
*010279110515,B00LRTNJO2,Stain / Odor Remover [Set of 2] Size: 1 Gallon,,,11051,Simple Solution,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*010279110515,B007QHAIQG,Smpl Sltn Stain/Odor Rmvr Rtu,25.04,BC209908,14511051,Simple Solution,,334541,Pet Products,1.06,4.68,1.00,0.19,6.93,0,0.15,8.3,5.5,13.4,8.75,33.33,N,3,0,N
*010279110546,B000WTAOXC,"Simple Solution Indoor/Outdoor Repellent for Dogs & Cats, 14 oz. aerosol",8.99,11054,11054,,,40972,Pet Products,1.06,1.95,1.00,0.01,4.02,0,0.15,2.6,2.3,7.7,1.1,15.96,Y,10,1,Y
*010279110546,B00BUFVBAC,Dog Supplies Simple Solution Dog/Cat Repellent 14Oz,,11054,DBT11054,Mojetto,,382754,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,21.99,N,1,0,N
*010279110546,B00O8PRPB0,Bramton Indoor / Outdoor Repellent For Dogs and Cats 14 oz (Set of 12),,,11054,Bramton,,,Home,1.06,0.96,1.00,0.09,3.11,0,0.15,8.5,3.25,10,0,113.95,N,1,0,N
*010279110546,B0002XIYAS,Bramton Indoor/Outdoor Repellent 14 oz,5.95,PU11054,11054,Bramton,,92774,Pet Products,1.06,1.95,1.00,0.02,4.03,0,0.15,2.6,2.5,7.4,1,6.13,N,11,0,N
*010279110546,B00O8PT68A,Smpl Sltn Indr/Outdr Repellent (Pack of 6),,,11054,Bramton,,,Home,1.06,0.96,1.00,0.09,3.11,0,0.15,8.5,3.25,10,0,107.3,N,1,0,N
*010279110546,B00O8PTX0Q,Smpl Sltn Indr/Outdr Repellent (Pack of 3),,,11054,Bramton,,,Home,1.06,0.96,1.00,0.09,3.11,0,0.15,8.5,3.25,10,0,60.64,N,1,0,N
*015568926952,B0002APQVQ,"Simple Solution Stain and Odor Remover, 32 Ounce Spray",8.99,11077,102002,,Whites & Tans,19050,Pet Products,1.06,2.34,1.00,0.04,4.44,0,0.15,4.65,2.91,10.47,2.2,4.59,N,30,0,Y
*010279110515,B0002APQV6,Simple Solution Stain & Odor Remover Gallon,23.99,11122,102003,,,7512,Pet Products,1.06,4.68,1.00,0.13,6.87,0,0.15,6.6,5.2,11.8,8.7,12.99,Y,29,2,Y
*010279112410,B015MJAGOI,"Simple Solution Washable Male Wrap, Medium",16.49,,,Simple Solution,,11330,Pantry,1.06,0.96,1.00,0.02,3.04,0,0.15,5,1.8,7,0.25,9.97,Y,1,0,N
*014891414433,B000FJD5ZS,"Simple Solution Washable Male Wrap, Medium",16.49,11241,102027,,,1323,Pet Products,1.06,0.96,1.00,0.02,3.04,0,0.15,5.1,1.7,7.5,0.1,9.97,Y,37,4,Y
*010279112427,B000FJ7RAC,"Simple Solution Washable Male Wrap, Large",17.99,11242,102028,,Whites & Tans,2798,Pet Products,1.06,0.96,1.00,0.03,3.05,0,0.15,5.6,2.2,9,0.4,11.36,Y,37,5,Y
*010279112670,B003UHUWUS,"Simple Solution Training Pads, 10 Pads, Extra Large",23.31,11267,11267,,,30563,Pet Products,1.06,1.95,1.00,0.08,4.09,0,0.15,8.8,3,9.7,1.2,17.38,Y,14,2,Y
*617407646184,B00858W9QC,"Simple Solution Dog Training Pad Holder, Fits Pads 21 by 21-Inch",19.99,11371,11371,,,18149,Pet Products,4.09,2.84,0.00,0.09,7.02,0,0.15,11.1,1.6,20.2,2.1,19.99,Y,23,3,Y
*010279113714,B00BUFWAKW,Dog Supplies Training Pad Holder (Fits Pads 21&Quot;X21&Quot; Or Larger),,,DBT11371,Mojetto,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*010279113714,B00HYEQ6LM,Outright 102043 S-S Train Pad Holder,32.39,,102043,OUTRIGHT,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,30.48,N,1,0,N
*010279113967,B00C3D83DS,Simple Solution Spot Spotter HD UV Urine Detector,49.99,BRM11396,BRM11396,Simple Solution,,85553,Pet Products,1.06,0.96,1.00,0.02,3.04,0,0.15,5.3,2.2,5.7,0.25,49.99,N,20,1,N
*010279114438,B0077HUORI,Simple Solution 11443Large 2-Pack Washable Training and Travel Pad,38.99,BRM11443,BRM11443,,Blacks & Grays,2878,Pet Products,1.06,2.34,1.00,0.09,4.49,0,0.15,8.6,2.9,11.7,2.1,19.09,Y,10,5,Y
*010279116050,B00INT5MUS,"Simple Solution Urinary Health Risk Indicator, 3-Ounce",7.79,11605,11605,Simple Solution,,103808,Pet Products,1.06,3.51,1.00,0.26,5.83,0,0.15,9.4,7.2,12.4,1.95,5.03,N,13,0,Y
*010279116067,B00INT5N0W,"Simple Solution Cat Litter Attractant, 9-Ounce",4.36,11606,11606,Simple Solution,,11963,Pet Products,1.06,0.96,1.00,0.02,3.04,0,0.15,5.2,1.5,7.2,0.57,6.99,Y,12,2,Y
*010279116074,B00JILBURE,"Simple Solution Platinum Urine Blaster, 17-Ounce",16.99,11607,TBC-273,Simple Solution,,17858,Pet Products,1.06,1.95,1.00,0.02,4.03,0,0.15,2.5,2.5,10,1.49,6.99,Y,11,2,Y
*010279116081,B00JILBUT2,"Simple Solution Platinum Odor Destroyer, 17-Ounce",13.99,11608,TBC-272,Simple Solution,,49119,Pet Products,1.06,1.95,1.00,0.02,4.03,0,0.15,2.79,2.79,10.1,1.5,6.99,Y,13,2,Y
*010279116098,B00JILBUNI,"Simple Solution Platinum Oxy Charged Stain Remover, 17-Ounce",15.99,11609,11609,Simple Solution,,41097,Pet Products,1.06,1.95,1.00,0.02,4.03,0,0.15,2.6,2.6,10,1.32,4.07,N,16,0,Y
*010279116104,B00JILBUPG,"Simple Solution Platinum Foaming Stain Lifter, 17-Ounce",15.99,11610,11610,Simple Solution,,49111,Pet Products,1.06,1.95,1.00,0.02,4.03,0,0.15,2.79,2.79,10.1,1.5,6.79,Y,11,2,Y
*010279132005,B00N5THBUK,Simple Solution Puppy Aid Training Spray - 16 oz spray,6.84,TBC-041,13200,Simple Solution,,2126,Pet Products,1.06,1.95,1.00,0.03,4.04,0,0.15,4,2,10.7,1.1,8.93,Y,22,6,N
*010279134023,B003YD1WK2,Simple Solutions Original Training Pads (Pack of 10),20.05,BRM13402,BRM13402,Simple Solutions,,15649,Pet Products,1.06,0.96,1.00,0.06,3.08,0,0.15,7.4,3.3,8.1,0.55,6.0,Y,14,4,Y
*010279138014,B00318PK8U,Brm S/O Extreme Remvr Cat 1g,32.39,,14513801,Bramton,,326766,Pet Products,1.06,5.07,1.00,0.14,7.27,0,0.15,6.9,5.3,12,9.15,40.63,Y,2,1,N
*010279141618,B003VYR6O0,"Simple Solution Urine Dry Carpet Powder, 24 oz.",,14161-6P,14161-6P,,,13163,Pet Products,1.06,2.34,1.00,0.02,4.42,0,0.15,2.6,2.36,8.9,1.85,6.99,N,11,0,Y
*617407646146,B004QI3YC8,"Simple Solution Oxy Charged Stain and Odor Remover, 32-Ounce Spray",9.99,14715-12PONL,14715-12PONL,,,4323,Pet Products,1.06,2.34,1.00,0.04,4.44,0,0.15,4.72,2.91,10.47,2.29,6.29,N,18,0,Y
*010279147177,B004ZEJGR0,Simple Solution Oxy Charged Stain & Odor Remover -Gallon,24.99,TBC-003,TBC-003,Simple Solution,,32736,Pet Products,1.06,5.07,1.00,0.13,7.26,0,0.15,6.8,5.2,11.9,8.95,19.85,N,13,0,N
*010838102654,B0002APRKQ,Lee's Net Breeder,8.99,10265,10265,Lee,,3630,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,5.2,1,7.7,0.2,6.89,Y,30,4,Y
*010838102654,B007B4Y6IK,Net Breeder (Pack of 2),,,10265,Lee,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,14.63,N,2,0,N
*010838105150,B00DDZ25C0,Lee S Aquarium & Pet Products Specimen Container - 10515,,,406813,LEE'S PET PRODUCTS,,557401,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,22.4,N,1,0,N
*699187091590,B0002APRLA,"Lee's Convalescent Home/Specimen Container, Small",9.95,10515,10515,Lee,,38591,Pet Products,1.06,0.96,1.00,0.05,3.07,0,0.15,5.4,4.2,7.2,0.45,7.56,Y,22,3,Y
*010838105150,B00BUFZHKW,Lee S Aquarium & Pet Products Specimen Container - 10515,16.01,,406813,Lee's Aquarium,,603930,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,11.15,N,2,0,N
*010838105235,B00BS990XU,"LEE'S AQUARIUM & PET PRODUCT - SPECIMEN CUP HEAVY DUTY (LARGE) ""Ctg: AQUATIC PRODUCTS - AQUATICS - STORE USE SUPPLIES""",,,MSSLE10523L01,LEE'S AQUARIUM & PET PRODUCT,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*010838106003,B0002APS2S,Lee's AQ2 Aquarium Divider System for 10-Gallon Tanks,17.99,10600,10600,Lee,,20231,Pet Products,1.06,0.96,1.00,0.03,3.05,0,0.15,4.5,1.5,12.25,0.25,9.99,Y,23,1,Y
*010838105235,B006OORAAO,Heavy Duty Specimen Container - Large,22.75,,LE10523,LEE'S PET PRODUCTS,,905582,BISS,1.06,0.50,1.00,0.00,2.56,0,0.12,0,0,0,0,27.34,N,11,0,N
*010838106058,B0002APS32,Lee's AQ2 Aquarium Divider System for 15/20L-Gallon Tanks,17.99,10605,10605,Lee,,41178,Pet Products,1.06,0.96,1.00,0.03,3.05,0,0.15,4.5,1.6,11.5,0.3,12.85,Y,19,1,Y
*010838105242,B0002APRLK,Lee's Convalescent Home/Specimen Container - Large,12.99,10524,10524,Lee,,14144,Pet Products,1.06,0.96,1.00,0.10,3.12,0,0.15,7.7,5,7.9,0.7,9.39,Y,31,3,Y
*010838105600,B004PBEC1S,Lee's Pet Products ALE10560 6-Pack Airline Suction Cups for Aquarium Pumps,3.3,107010,107010,Lee's Pet Products,,84225,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,3.2,1.1,6,0.02,5.6,Y,5,2,Y
