UPC,Cost
649510028212,2.942
649510028229,4.789
649510028236,4.789
649510028243,2.201
649510028250,4.048
649510028267,4.048
649510028274,1.836
649510028281,3.683
649510028298,3.683
649510028311,5.895
649510028328,8.107
660048000204,8.227
660048000365,4.152
660048001324,4.268
660048001348,7.763
660048001355,4.642
660048001362,4.642
660048001720,3.585
660048001737,4.552
660048001744,6.834
660048001768,6.576
660048001775,3.585
660048001782,4.552
660048001843,1.367
660048001850,1.818
660048001867,2.708
660048001898,4.32
660048001904,6.473
660048001911,4.32
660048001928,6.473
660048001935,8.64
660048001942,7.775
660048001959,14.842
660048001966,11.27
660048002178,4.642
660048002222,8.059
660048002246,5.403
660048002284,5.171
660048002321,6.576
660048002345,10.703
660048002369,11.27
660048061007,4.578
660048064008,5.467
660048065005,5.945
660048066002,6.873
660048067009,6.873
660048069003,4.126
660048071013,1.496
660048074021,1.741
660048074045,2.979
660048112006,4.758
660048114000,6.602
660048170013,5.016
660048170303,4.333
660048182009,5.184
660048200208,2.45
660048200307,3.404
660048200406,4.475
660048202202,4.668
660204010542,5.943
660204010566,7.235
661161515026,3.64
661161515033,4.441
661161515040,3.234
666372010018,5.491
666372010025,8.362
667334211252,12.466
667334229028,7.96
667334229035,7.96
667334229042,7.44
667334229059,6.947
667334231250,6.773
667334502503,9.04
667334504002,6.733
667334504019,10.666
667334508000,14.706
667334900231,10.507
667334900279,5
667334900286,5
669125019252,2.91
669125114483,3.487
669125118207,3.487
669125130575,4.954
669125194317,3.487
669125244760,17.088
669125329085,2.333
669125344002,3.163
669125399811,9.331
669125507285,7.744
669125507315,10.49
669125507599,7.937
669125660195,6.891
669125699492,3.74
669125702833,3.211
669125878743,1.635
669125882580,1.311
669125909744,3.487
669125998496,4.81
669125998502,4.233
669125998540,4.233
669125999103,7.42
669125999240,4.233
669828101001,2.758
669828111109,3.878
669828120026,2.758
669828120040,2.758
669828323205,2.758
669828333303,3.878
669828353509,2.758
669828430019,3.57
669828550052,2.66
669828575703,2.66
669828636305,3.57
669828646403,3.57
669828656501,3.57
679562831041,5.88
685759111117,17.442
685759111124,27.234
685759111148,7.283
685759111155,12.179
685759111162,18.299
685759111223,27.234
685759111261,7.283
685759111278,12.179
685759111346,27.234
685759111421,27.234
685759111445,12.179
685759111483,4.223
685759111612,12.179
685759111629,19.523
685759111636,30.539
687916401109,4.418
687916402304,11.393
687916403202,7.44
687916404087,3.023
687916404308,11.393
687916413003,8.37
687916416004,12.788
687916451500,5.348
687916456000,12.788
687916522255,8.37
687916524501,12.788
687916541508,5.348
687916543007,8.37
687916701506,7.208
687916722259,7.44
687916733750,9.533
687916814084,5.348
687916868063,12.09
689076032117,7.35
689076034012,3.85
689076035316,20.3
689076035415,15.4
689076127950,25.2
689076128155,3.85
689076128353,6.3
689076128858,7
689076128957,7.7
689076129152,9.45
689076129251,8.4
689076156547,18.2
689076317412,8.26
689076317719,8.26
689076319416,5.586
689076319614,8.05
689076828857,7
689076829359,5.6
689076891646,3.29
689076891745,3.15
689076891844,4.9
689076891943,4.2
689076892049,8.4
689076892148,9.1
689076892247,11.9
696640000212,12.736
696640000236,12.736
696640000243,8.756
696640000274,7.96
696640004005,7.69
696640004012,18.038
696640004029,28.64
696640004043,6.209
696640004050,9.695
696640004067,13.898
696640004074,7.833
696640004081,5.731
696640004098,18.403
696640004104,10.332
696640004111,14.249
696640004128,23.737
696640004135,4.728
696640004142,5.62
696640004166,7.164
696640004173,9.552
696640004180,8.645
696640005019,31.426
696640005026,17.926
696640005033,8.518
696640005040,26.141
696640005071,8.103
696640005088,7.371
700603210010,12.855
700603210027,16.897
700603210034,20.278
700603210041,3.776
700603210058,7.698
700603210065,22.532
700603210089,17.145
700603220019,15.15
700603220026,15.15
700603220033,16.897
700603220040,16.897
700603220057,19.015
700603220064,19.015
700603220187,10.609
700603220194,12.73
700603220200,14.861
700603220217,16.979
700603220224,19.109
700603220248,19.015
700603220279,25.35
700603220385,11.37
700603220392,13.266
700603220408,15.161
700603220415,17.057
700603220422,18.952
700603220439,7.578
700603220446,8.717
700603220453,9.474
700603220460,7.578
700603220477,8.717
700603220484,9.474
700603220491,7.578
700603220507,8.717
700603220514,9.474
700603220521,7.578
700603220538,8.717
700603220545,9.474
700603220552,7.578
700603220569,8.717
700603220576,9.474
700603220583,10.296
700603220590,12.355
700603220606,14.426
700603220613,16.474
700603220620,18.544
700603230018,2.542
700603230025,3.04
700603230032,13.166
700603230049,13.166
700603230056,8.691
700603230063,3.04
700603230070,3.04
700603300032,3.083
700603300049,3.702
700603300094,5.57
700603300100,5.57
700603300117,7.215
700603300124,7.215
700603300674,5.405
700603300681,7.004
700603300698,5.405
700603300704,7.004
700603300711,5.405
700603300728,7.004
700603310031,10.561
700603310048,12.855
700603310093,8.484
700603310116,7.215
700603310123,4.044
700603310130,4.306
700603310147,4.044
700603310161,2.17
700603320054,10.561
700603320108,2.17
700603320115,2.17
700603320122,2.17
700603320221,4.248
700603320245,2.17
700603320269,7.04
700603320351,2.968
700603320368,2.968
700603320375,10.613
700603320399,7.18
700603320405,7.183
700603320429,7.183
700603320528,3.776
700603320542,3.776
700603320559,3.776
700603320566,3.376
700603320580,3.376
700603320665,5.381
700603320702,4.144
700603320719,4.144
700603320726,5.802
700603320825,4.289
700603320832,4.289
700603320849,4.287
700603320962,6.2
700603320993,4.741
700603321259,4.826
700603321266,10.725
700603321273,4.826
700603321280,10.725
700603321297,4.826
700603321303,10.725
700603321310,4.826
700603321327,10.725
700603321358,4.925
700603321365,6.442
700603321372,6.442
700603321389,8.717
700603410014,7.18
700603410021,2.018
700603410045,5.625
700603410052,8.277
700603410076,8.277
700603410083,6.279
700603410120,6.189
700603410137,5.517
700603410151,8.443
700603410199,11.012
700603410205,8.288
700603420013,4.022
700603420075,5.135
700603420082,5.135
700603420099,5.135
700603510011,8.145
700603510035,8.145
700603510042,6.334
700603510059,6.334
700603510066,6.334
700603600019,3.192
700603600026,3.293
704959047221,8.895
704959047245,8.895
704959047306,8.895
704959047313,8.895
704959147020,8.635
704959147068,8.635
704959147082,8.635
704959147099,8.635
704959147129,8.635
704959147143,8.635
704959147204,8.635
704959147211,8.635
704959147228,8.635
704959147235,8.635
704959147259,8.635
704959147273,8.635
704959147426,8.635
704959147433,8.635
704959147457,11.913
704959147655,8.895
704959500016,9.79
707418003592,6.72
713080205400,3.704
713080207107,3.075
713080400232,2.374
713080400249,3.804
713080400300,5.234
713080500109,3.575
713080600106,1.988
713080600205,2.417
713080700004,1.931
713080700011,3.003
713080700035,2.145
713080700127,1.988
713080700134,1.416
713080700141,2.503
713080700158,1.988
713080700165,1.416
713080700172,1.988
713080700196,1.273
713080700233,1.416
713080700455,0.572
713080700653,0.858
713080701001,2.217
713080702657,0.93
713080800056,1.902
713080900008,2.374
713080900107,1.416
715764426910,6.264
715764426927,6.264
715764427054,11.167
715764427061,11.167
715764427078,11.933
715764427085,11.931
715764660147,3.403
715764660154,6.764
715764660307,6.764
715764742010,2.833
715764742027,4.271
715764742126,4.271
715764744014,5.986
715764748814,6.018
715764748821,9.264
715764750015,4.689
715764750022,7.135
715764752521,7.745
715764752828,7.745
715764754310,5.083
715764754327,7.417
715764754426,7.417
715764756765,16.699
715764756772,21.404
715764756802,16.699
715764756819,21.404
715764756840,16.699
715764756857,21.404
715764757861,10.558
715764757915,6.236
715764757922,9.27
715764758028,9.27
715764759872,10.107
715764759933,10.222
715764759940,10.222
715764759957,10.222
715764760199,9.553
715764760328,9.32
715764760427,8.333
715764761219,7.042
715764761226,11.05
715764762506,12.175
715764762513,12.175
715764762582,12.175
715764762711,4.938
715764770112,6.578
715764770129,10.067
715764770211,6.578
715764770228,10.067
715764770310,6.583
715764770327,10.07
716432731176,5.697
716432733088,3.917
716432781157,7.216
716432781164,8.094
716432781171,11.544
716432781188,11.544
716432783137,11.544
717108110004,3.621
717108110011,5.932
717108110028,9.176
717108110035,3.075
717108110042,3.939
717108110110,3.661
717108110141,5.397
717108110288,4.851
717108110301,4.077
717108110318,3.67
717108110356,3.333
717108110363,6.28
717108110370,23.779
717108110615,3.82
717108110646,6.28
717108110691,4.623
717108110806,3.443
717108111018,4.117
717108111063,3.948
717108111070,2.232
717108111094,3.67
717108111100,3.472
717108111155,3.016
717108111193,3.016
717108111261,4.117
717108111278,3.948
717108111285,2.232
717108111346,2.709
717108111353,3.234
717108111506,3.304
717108112053,4.246
717108112107,4.554
717108112602,5.923
717108112619,5.923
717108112626,5.923
718122155149,4.2
718122155347,8.26
718122156146,7.7
718122156740,4.9
718122156849,5.6
718122156948,6.3
718286040800,5.823
718286120120,27.928
719958167061,3.253
719958167078,5.064
719958167108,15.397
719958167429,4.767
719958167436,7.929
719958167450,30.465
719958167542,6.067
720686103887,11.913
720686103979,19.361
720686104068,24.634
720686224612,18.411
720686224650,18.411
720686251045,12.864
720686251052,22.199
720686251076,8.255
720686251083,13.541
720686251175,5.82
720686260351,7.721
720686260450,6.497
720686260467,7.721
720686260481,6.77
720686260610,6.497
720686260856,3.932
720686260870,5.95
720686260986,12.057
720686260993,7.851
720686261006,12.057
720686261013,9.479
720686261099,4.87
720686261181,2.766
720686261198,2.633
720686350182,19.437
720686350199,19.437
720686361348,16.132
720686361355,16.132
720686361362,18.332
720686361379,18.332
720686361386,18.332
720686361591,20.949
720686361645,16.132
720686370043,22.473
720686370050,27.342
720686370067,31.404
720686401914,8.802
720686402003,13.801
720686402034,6.901
720686491175,2.148
720686491182,3.45
720686491199,4.883
720686491205,9.765
720686491267,2.279
720686491304,8.463
720686491311,3.581
720686491328,6.185
720686491342,3.255
720686491359,5.208
720686491366,2.474
720686491373,3.776
720686491380,5.208
720686491397,7.812
720686491403,3.906
720686491410,5.859
720686491427,5.859
720686491434,8.463
720686491489,5.859
720686491496,5.859
720686491540,2.604
720686491595,7.161
720686491601,7.161
720686491618,9.765
720686491649,7.161
720686990029,4.466
720686990043,5.286
720686990067,6.77
723503070003,5.788
723503070256,8.546
723503075169,1.574
723503075206,1.574
723503075459,1.491
723503075480,1.491
723503076104,3.611
723503502085,3.529
723503502382,0.428
723503502450,0.869
723503502603,4.631
723503502627,4.766
723503503105,1.188
723503503112,1.488
723503504140,1.938
723503504157,1.974
723503505987,3.196
723503506076,3.196
723503507608,0.881
723503507615,1.107
723503507622,1.445
723503507639,1.882
723503507646,2.664
723503507653,5.303
723503507714,0.971
723503507721,1.232
723503507738,1.646
723503507745,2.237
723503507752,4.96
723503523004,1.503
723503523011,1.704
723503523035,3.149
723503523042,4.024
723503523103,3.149
723503534857,2.794
723503535120,2.391
723503535137,2.391
723503535144,2.391
723503535151,2.391
723503535168,2.391
723503535953,2.794
723503536226,2.438
723503536936,1.574
723503536943,1.574
723503542722,4.735
723503580250,2.072
723503580700,4.381
723503580717,2.249
723633001502,1.322
723633001564,1.436
723633001571,1.322
723633001588,1.322
723633001595,1.322
723633001601,1.475
723633001700,1.441
723633002332,9.486
723633002363,11.499
723633002509,0.708
723633002516,0.708
723633002523,0.708
723633002547,0.725
723633002554,0.708
723633002561,0.708
723633002578,0.708
723633002585,0.708
723633002592,0.722
723633002608,11.659
723633003407,0.708
723633003414,0.905
723633003520,0.905
723633003605,12.101
723633004008,0.822
723633004084,0.822
723633006446,0.959
723633006460,0.854
723633006477,0.877
723633006484,0.825
723633006491,0.825
723633006507,0.964
723633006514,1.118
723633050500,11.174
723633065535,1.244
723633065559,1.094
723633065566,1.244
723633077774,20.888
723633111058,9.582
723633333054,9.582
723633420075,8.948
723633420303,12.858
723633420334,10.401
723633420341,10.589
723633420389,8.284
723633420396,11.409
723633420419,11.291
723633420426,20.896
723633420471,7.925
723633420532,7.745
723633420549,9.945
723633420631,9.395
723633420662,10.019
723633420679,10.007
723633420686,8.858
723633420730,10.319
723633420761,7.615
723633420778,9.811
723633420815,10.404
723633420969,11.548
723633428705,12.156
723633428736,12.156
723633428767,12.156
723633428903,10.94
723633429368,12.156
723633429443,10.94
723633431002,2.017
723633431019,2.017
723633431026,2.017
723633431033,2.017
723633431040,2.017
723633431057,2.017
723633431071,1.205
723633431095,1.205
723633431118,1.205
723633431125,1.814
723633431156,1.205
723633431163,1.509
723633431170,1.814
723633431187,1.215
723633431200,1.215
723633431217,1.215
723633431224,1.215
723633431231,1.215
723633431248,1.215
723633440325,1.315
723633440332,3.062
723633440356,7.436
723633440363,1.315
723633440370,3.062
723633440387,5.249
723633440394,7.436
723633440400,1.315
723633440417,3.062
723633440424,5.249
723633440431,7.436
723633440448,1.315
723633440455,3.062
723633440462,5.249
723633440479,7.436
723633440561,3.146
723633440578,3.039
723633440585,3.039
723633440592,3.039
723633440608,4.559
723633440615,4.306
723633440622,4.306
723633440639,4.052
723633440646,3.821
723633440653,3.821
723633440660,4.789
723633440677,4.789
723633440691,4.257
723633440707,4.789
723633440714,4.789
723633440912,4.052
723633440929,4.052
723633440936,4.052
723633440943,4.052
723633440950,4.052
723633440967,4.052
723633440974,4.559
723633440998,4.052
723633441001,4.052
723633441018,4.052
723633441025,4.052
723633441032,4.559
723633441049,4.052
723633441056,4.052
723633441087,4.557
723633441186,5.148
723633441193,5.148
723633441209,12.87
723633441261,7.327
723633441360,10.376
723633441377,10.376
723633441384,10.376
723633441391,10.376
723633441407,10.376
723633441414,10.376
723633441421,0.559
723633441438,0.778
723633441445,1.118
723633441452,0.559
723633441469,0.778
723633441476,1.118
723633442084,4.557
723633442268,7.327
723633443081,4.557
723633443265,7.327
723633446068,3.621
723633446075,3.621
723633446082,3.621
723633446105,10.376
723633446112,10.376
723633446136,10.376
723633446303,10.376
723633446310,10.376
723633446334,10.376
723633520010,11.077
723633520119,14.04
723633520133,14.04
723633520157,6.306
723633520164,6.306
723633520171,6.306
723633520188,6.306
723633520386,13.478
723633520416,6.072
723633520423,16.368
723633520447,6.072
723633520454,16.368
723633520560,6.072
723633520577,16.368
723633520652,12.858
723633520669,19.644
723633524063,12.197
723633531009,0.564
723633531016,0.564
723633531023,0.564
723633531030,0.564
723633531047,0.564
723633531054,0.564
723633531061,0.564
723633531078,0.564
723633532068,0.901
723633532075,1.088
723633532099,1.088
723633532112,0.901
723633532129,1.088
723633532136,0.901
723633532143,1.088
723633532150,0.901
723633532167,1.088
723633532181,0.725
723633532198,1.03
723633532204,1.205
723633532211,0.952
723633532228,0.952
723633532235,0.885
723633532259,0.885
723633532266,0.885
723633532273,0.885
723633532280,0.885
723633532297,0.885
723633532310,0.978
723633532327,0.995
723633532334,0.901
723633532341,1.215
723633532365,1.215
723633532709,1.397
723633532808,1.397
723633532907,1.397
723633533010,0.875
723633533027,0.875
723633533034,0.875
723633533041,0.875
723633533058,0.875
723633533065,0.875
723633535021,2.074
723633536028,2.074
723633537025,2.074
723633540032,0.57
723633540049,0.57
723633540056,0.57
723633540063,0.57
723633540070,0.57
723633540087,0.57
723633555555,8.003
723633602082,1.883
723633602280,6.415
723633606080,2.676
723633622141,3.753
723633623087,2.066
723633623148,3.659
723633624084,2.754
723633624145,4.55
723633910781,7.65
727348337239,2.29
728741010453,2.503
728741010477,5.747
728741470103,5.767
728741605031,2.804
728741986017,8.661
728741986055,2.908
729848148605,7.475
729849000063,2.817
729849006171,3.537
729849101814,25.375
729849104570,23.62
729849105423,4.938
729849108004,7.048
729849109582,20.764
729849120693,7.048
729849129054,2.469
729849130678,4.571
729849130708,5.291
729849131866,2.993
729849131880,2.993
729849137042,28.812
729849137127,6.469
729849137387,9.31
729849137394,7.022
729849137400,9.31
729849137417,7.022
729849137431,7.528
729849137448,4.668
729849137455,3.272
729849139060,5.867
729849139145,20.017
729849139251,20.961
729849139701,4.547
729849139756,5.646
729849139763,7.922
729849140608,5.019
729849140615,7.55
729849140622,12.498
729849140639,4.015
729849140660,3.003
729849140677,5.019
729849140684,5.477
729849140691,4.362
729849140707,7.05
729849140714,11.912
729849141513,10.108
729849141537,10.108
729849141544,11.704
729849141551,11.704
729849141612,7.98
729849141698,13.3
729849141919,2.58
729849142114,4.203
729849142442,11.704
729849144521,1.596
729849144545,9.576
729849144569,9.363
729849144576,11.704
729849144606,11.704
729849144620,9.363
729849144637,11.704
729849144828,2.793
729849144842,5.613
729849144958,7.315
729849145573,3.219
729849145580,2.314
729849145597,3.219
729849145603,3.219
729849146693,14.457
729849146860,7.781
729849146891,4.682
729849146907,5.094
729849146914,5.32
729849146921,5.799
729849146938,8.98
729849146945,7.727
729849146952,10.361
729849146990,2.793
729849147003,4.668
729849147010,5.613
729849147171,9.299
729849148543,3.737
729849148550,6.078
729849148567,10.294
729849148574,12.635
729849148581,3.737
729849148598,5.134
729849148611,10.294
729849149014,5.44
729849149021,9.35
729849149038,5.44
729849149045,9.35
729849149700,3.737
729849149717,4.682
729849149724,7.022
729849150096,4.216
729849150102,7.488
729849150119,14.976
729849150126,4.216
729849150133,6.078
729849150140,8.884
729849150157,12.635
729849151505,9.017
729849151512,9.017
729849151529,9.017
729849151536,9.017
729849151543,9.363
729849151550,11.704
729849151567,14.045
729849151574,9.017
729849151581,9.363
729849151598,11.704
729849151604,11.236
729849152359,2.314
729849152366,2.314
729849152663,18.846
729849152717,2.514
729849152724,3.724
729849152731,3.724
729849153783,13.965
729849153790,13.965
729849153806,13.965
729849153813,13.965
729849153820,13.965
729849153837,13.965
729849153844,13.965
729849153851,13.965
729849153868,13.965
729849154056,13.965
729849154100,13.965
729849154117,13.965
729849154124,13.965
729849154131,13.965
729849154148,13.965
729849154155,13.965
729999030088,3.276
729999030323,6.552
729999035007,2.205
730773214068,8.68
730773214112,8.68
730773214167,8.68
730773214228,11.935
730773214259,20.073
730773214266,11.393
730773214303,20.073
730773214310,9.765
730773214365,13.563
730773214419,7.053
730773214556,8.68
730773214600,8.68
730773214655,10.308
730773215102,28.753
730773220076,10.85
730773220175,11.393
730773220335,7.053
730773220373,11.393
730773220403,9.765
730773220731,6.51
730773222049,13.834
730773222322,16.221
730773222339,23.87
730773402519,13.563
730773421954,4.123
730773421961,4.123
730773421978,4.123
730773510108,22.785
736211297716,5.6
736211298515,14
736211298614,16.1
736211298713,18.9
736990000040,2.896
736990000057,1.208
736990000064,1.599
736990000071,3.041
736990000095,3.6
736990000101,2.582
736990000132,5.389
736990000187,3.79
736990000507,4.662
736990000552,2.997
736990000651,5.087
736990001603,3.365
736990001726,3.891
736990002013,3.332
736990003454,5.534
736990004352,4.863
736990004406,4.461
736990004505,4.863
736990004604,3.98
736990004659,3.98
736990004703,3.98
736990004758,3.98
736990004826,4.237
736990005588,4.416
736990012050,3.947
736990012104,3.947
736990012159,3.947
736990013002,5.389
736990013200,5.389
736990013309,5.389
736990013330,5.389
736990013354,5.389
736990013552,5.389
736990013606,5.691
736990070012,8.161
741360305410,10.005
741360305519,11.388
741360305762,9.069
741360305885,9.069
741360310018,8.694
741360310025,12.449
741360310032,15.475
741360310049,1.602
741360310056,2.371
741360310063,3.089
741360310070,7.769
741360310087,20.093
741360310100,9.693
741360310117,14.331
741360310124,17.035
741360310162,17.701
741360310186,6.23
743722000032,6.006
743722000056,3.003
743722000087,6.006
746772100004,0.845
746772100042,2.125
746772100066,2.982
746772100080,4.262
746772200049,1.702
746772200124,2.547
746772200148,3.405
746772200162,5.107
746772200360,4.262
746772200407,6.822
746772200667,6.387
746772200926,3.827
746772200940,2.125
746772200964,5.542
746772200988,6.387
746772201008,3.405
746772202005,3.405
746772202029,3.827
746772230008,0.845
746772230046,1.702
746772230121,2.547
746772230367,5.542
746772231005,4.685
746772231142,1.267
746772231500,2.547
746772233009,2.547
746772233023,4.685
746772235904,2.125
746772235928,4.685
746772240021,1.267
746772240069,4.262
746772240120,3.827
746772240366,6.387
746772240861,2.982
746772245125,4.685
746772250068,2.765
746772250129,2.982
746772250143,4.262
746772250501,10.662
746772252123,4.685
746772310014,4.262
746772310045,5.965
746772310083,5.965
746772310168,10.867
746772310205,4.685
746772310212,5.542
746772310229,5.542
746772530429,4.685
746772530603,5.542
746772530627,7.667
746772530641,10.227
746772530726,4.685
746772531020,4.262
746772531129,5.965
746772600023,8.947
746772600047,17.062
746772600061,9.382
746772820001,5.542
746772820025,5.542
746772820049,5.542
746772830000,4.262
746772830109,5.542
746772830161,5.107
746772830208,5.965
748172402238,17.009
748172421826,10.803
748172422120,5.124
748172422229,28.25
748172422403,6.09
748172422410,11.751
748172422458,27.92
748172422472,7.754
748172422601,17.394
748172422618,27.379
748172422922,28.77
748172440223,5.241
748172440827,5.947
748172443002,5.241
748172462522,13.646
748172466025,7.584
748172466223,5.16
748172500538,6.501
748172500552,5.983
748172500569,9.372
748172503027,3.649
748172503522,2.244
748172505021,3.649
748172505526,2.244
748172507124,6.001
748172507209,9.989
748172507216,14.3
748172507223,2.817
748172507247,10.735
748172507261,4.471
748172507605,5.187
748172548523,2.075
748172548530,0.796
748172601112,22.863
751486000571,9.805
751486000588,9.805
751486000656,10.377
751906000044,3.855
751906000051,6.476
751906000075,3.462
751906000082,5.69
751906000112,5.69
751906000136,4.193
751906000143,7.666
751906000150,20.824
751906000167,4.193
751906000174,7.666
751906000181,20.824
751906000242,4.193
751906000273,6.388
751906000280,11.946
751906000372,7.174
751906000389,11.946
751906000402,6.563
751906000433,12.613
751906000488,6.181
751906000501,12.46
751906000587,9.348
751906001218,4.543
751906001256,12.667
751906002383,5.002
751906002611,5.132
751906002628,9.348
751906002949,4.204
751906003908,2.894
751906003922,7.666
751906003960,7.666
751906003991,4.193
751906004004,7.666
751906004080,9.348
751906004097,25.477
751906004127,5.22
751906004134,14.589
751906004202,5.002
751906004226,14.589
751906004240,5.002
751906004264,14.589
751906005087,5.22
751906005094,14.589
751906005407,7.032
751906005414,7.895
751906005544,5.132
751906005551,9.348
751906005582,5.132
751906005599,9.348
751906005995,1.135
751906006589,15.91
751906006718,5.132
751906006725,9.348
751906006756,4.859
751906008019,7.622
751906008569,12.088
751906008583,10.003
751906008972,10.549
751906009405,5.132
751906009443,3.462
751906009757,6.803
751906009818,10.167
751906009825,2.479
751906021209,4.456
754245019104,4.402
754245022104,5.208
754245022203,22.234
754245023200,21.7
754245037207,31.013
754245040054,3.063
754245060106,5.605
759023011486,10.01
759023011752,10.01
759023012254,10.01
759023012506,10.01
759023013749,10.01
759023019086,10.01
759023019703,10.01
759023019826,10.01
759023053905,4.505
759023053912,6.006
759023053929,9.009
759023053950,4.004
759023053967,5.005
759023053974,6.006
759023067643,13.514
759023067650,13.514
759023067667,13.514
759023067681,13.514
759023067698,13.514
759023067704,13.514
759023067728,13.514
759023067735,13.514
759023067742,13.514
759023067759,13.514
759023067766,13.514
759023072005,5.506
759023073330,13.514
759023073392,13.514
759023073408,11.529
759023073453,13.514
759023073460,11.529
759023075044,3.504
759023075051,6.006
759023075068,12.498
759023076102,8.008
759023076119,8.008
759023076126,8.008
759023076133,8.008
759023076140,8.008
759023076157,8.008
759023080536,10.01
759023083575,7.508
759023083582,10.01
759023083599,7.508
759023084893,2.503
759023084909,4.505
759023084916,5.005
759023084947,4.505
759023084954,5.005
759023085357,8.008
759023085364,8.008
759023085371,8.008
759023085753,3.504
759023085760,5.005
759023085784,3.504
759023085791,5.005
759023085807,2.503
759023085821,5.005
759023090825,5.005
759023091372,4.004
759023091396,4.004
759023092072,2.002
759023092690,7.508
759023092706,5.005
759023093260,5.005
759023093277,9.009
759023093284,5.005
759023093352,4.004
759023093369,7.508
759023093543,10.797
759023093727,6.497
759023093734,9.996
759023094878,8.008
759023094885,10.01
759023094892,8.008
759023096247,2.793
759023096254,4.668
759023096261,5.121
759023098203,8.898
759023395104,3.003
762177300207,3.997
762177310206,3.997
762177330402,8.936
762177340401,8.936
762177390109,1.557
762177390154,1.557
762177390208,1.557
762177512006,5.461
762177693002,1.104
762177694009,8.331
762177694801,14.235
762177800004,2.951
762177800202,4.869
762177810003,2.951
762177820002,2.951
762177830209,5.229
762177830308,7.739
762177840208,5.229
762177850306,7.972
762177912004,5.067
762177932002,6.775
762177942001,6.775
762177950501,4.683
762177961200,12.956
762177980300,4.195
762177990408,2.104
763034000087,1.803
763034610026,2.223
763034610088,2.223
763034710078,2.223
763034710085,2.223
763034710092,2.223
763034900066,0.862
766501000146,2.574
766501000153,16.416
766501000207,3.551
766501000214,3.551
766501000733,6.523
766501000849,4.303
766501000856,5.056
766501000931,7.458
766501001273,4.303
766501001778,11.621
766501001860,6.983
766501001877,4.409
766501002119,5.359
766501002126,16.394
766501002201,2.561
766501002218,6.983
766501002270,3.551
766501002287,3.551
766501002669,6.732
766501003000,11.603
766501003413,2.376
766501003529,4.145
766501003628,11.621
766501003710,10.362
766501003727,13.319
766501003734,3.287
766501003819,4.997
766501003826,1.65
766501003833,1.65
766501003840,1.65
766501003857,1.65
766501003864,1.65
766501003888,4.29
766501003901,5.399
766501004076,3.815
766501004083,3.815
766501004090,3.815
766501005264,1.518
766501005295,2.323
766501010008,1.31
766501303032,6.983
766501303063,6.218
766501305005,6.772
766501307061,4.343
766501307078,4.343
767451010001,2.543
767451020000,2.638
767451023001,2.638
767451030009,2.543
767451035004,2.638
767451036001,2.638
767451050007,2.543
767451070005,1.02
767451390004,1.972
767451391001,1.972
767451392008,1.972
767451393005,1.972
767451441003,2.543
767451444004,2.543
767451447005,2.543
767451448002,2.543
767451449009,2.543
767451472007,3.509
767451490001,3.509
767451491008,3.509
767451492005,3.509
767451500007,3.509
767451501004,3.509
767451502001,3.509
767451510006,3.699
767451511003,3.699
767451512000,3.699
780824041075,2.919
780824041082,4.521
780824041099,6.523
780824041105,8.297
780824102684,2.575
780824102707,3.891
780824102806,1.316
780824103124,5.035
780824103438,4.177
780824104565,1.571
780824105647,5.379
780824107849,2.525
780824107887,2.525
780824107924,5.722
780824107931,4.41
780824107948,6.238
780824107955,4.118
780824108020,4.174
780824108037,4.177
780824112331,3.147
780824115196,5.035
780824115219,3.319
780824115431,2.46
780824115448,2.46
780824115455,2.46
780824116407,2.46
780824116667,4.702
780824116704,2.003
780824116872,2.693
780824116889,5.834
780824116926,2.356
780824116940,3.871
780824116971,1.571
780824117824,2.06
780824118302,1.03
780824120787,8.875
780824124396,2.917
780824127274,3.366
780824127311,3.366
780824127342,3.366
780824128219,3.198
780824128226,3.198
780824128325,3.949
780824128332,3.949
780824128349,7.125
780824128356,7.405
780824128561,2.693
780824128578,4.208
780824128585,5.33
780824128745,3.703
780824129544,2.356
780824129704,6.676
780824129919,3.142
780824129926,4.096
780824129933,6.351
780824130663,2.525
783178543516,4.275
783178543615,4.275
783178543714,4.275
783178545107,1.176
783178545114,3.433
783178545121,8.137
783178545138,19.739
783178546203,1.176
783178546210,3.433
783178546227,8.137
783178546258,1.17
783178546265,3.261
783178546302,1.176
783178546319,3.433
783178546333,19.739
783178546364,3.261
783178546418,3.433
783178546609,1.176
783178546616,3.433
783178546623,8.137
783178546630,19.739
783178546654,1.17
783178546661,3.26
783178546715,3.433
783178546807,1.17
783178546814,3.439
783178547149,2.926
783178547248,2.926
783178547415,3.355
783178547514,2.926
783178547613,2.926
783178592118,2.77
783178592316,2.54
783178592415,3.45
783178592514,2.926
783178593214,3.167
783178593313,3.167
784369150407,8.816
784369150414,8.816
784369150483,8.816
784369150490,8.816
784369155037,3.023
784369155044,3.325
784369167153,4.03
784369205015,8.342
784369205046,1.723
784369205084,2.005
784369205114,1.128
784369205121,0.866
784369205169,2.378
784369205244,3.426
784369223415,3.778
784369223446,3.778
784369223477,3.778
784369223705,4.181
784369223736,4.181
784369223743,4.181
784369224887,4.03
784369270075,3.526
784369270082,3.526
784369270099,3.526
784369270174,3.526
784369270228,3.526
784369271836,3.778
784369274271,3.728
784369274295,3.728
784369274301,3.728
784369274318,2.317
784369274325,3.325
784369274332,2.317
784369275247,3.023
784369275254,4.03
784369290059,2.569
784369290271,2.519
784369290288,1.864
784369290547,5.038
